page	line	token	pieces	leftFont	rightFont	fontChange	gapEm	dy	spaceGlyph	native	found
350	31	4from	4 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 4from both sides	yes
350	54	3from	3 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 3from both sides	yes
352	6	ax2	a + x2	MXANZU+CMMI12	MXANZU+CMMI12	no	0.108	0.00	no	ax2 + bx + c, however, we can use the skills learned to solve quadratics to solve	yes
352	22	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	y2 =x4 Square both sides	yes
352	23	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	y2	yes
352	25	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.20	no	Substitute y for x2 and y2 for x4	yes
353	23	1power	1 + power	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Raise both sides to− 1power	yes
353	39	6from	6 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 6from both sides	yes
353	44	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	y2	yes
353	46	2y2	2y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.20	no	2y2 + y− 6 =0 	yes
354	9	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	y2 = (x− 7)2 	yes
354	11	3y2	3y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	3y2	yes
354	48	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	y2 =(x2	yes
354	50	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	y2	yes
354	66	9to	9 + to	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Add 9to both sides of each equation	yes
355	5	3to	3 + to	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Add 3to both sides	yes
355	16	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	y2	yes
355	18	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	y2	yes
355	20	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	Substitute y2 for x6 and y for x3	yes
356	14	z6	z + 6	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	11) z6	yes
356	16	6z4	6z + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	13) 6z4	yes
356	17	z2	z + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	− z2	yes
356	56	y4	y + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	2) y4	yes
356	57	9y2	9y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	− 9y2 +20 = 0	yes
356	58	y4	y + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	4) y4	yes
356	59	29y2	29y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	− 29y2 +100 = 0	yes
356	62	y4	y + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	8) y4	yes
356	63	40y2	40y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	− 40y2 +144 = 0	yes
356	66	y4	y + 4	-	-	-	-	-	-	12) y4	no
356	67	2y2	2y + 2	-	-	-	-	-	-	− 2y2 =24	no
357	13	4more,	4 + more,	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Length is 4more, or x +4, and area is 40.	yes
358	17	5in	5 + in	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	5in by 8in Our Solution	yes
359	9	4more,	4 + more,	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	x We don′t know width, x, length is 4more, x +4	yes
359	31	2to	2 + to	-	-	-	-	-	-	x +4is the length. Substitute 2to find	no
359	32	2ft	2 + ft	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	2ft by 6ft Our Solution	yes
360	43	8by	8 + by	-	-	-	-	-	-	12 +2x Draw picture, picture if 8by 10	no
361	9	2inches	2 + inches	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	2inches Our Solution	yes
364	47	22	2 + 2	CDUUDX+EuropeanComputerModern-R	PZGVTZ+CMR12	yes	8.304	0.00	no	22	yes
364	51	22	2 + 2	-	-	-	-	-	-	5 Together time, 22	no
364	53	22	2 + 2	CDUUDX+EuropeanComputerModern-R	PZGVTZ+CMR12	yes	8.304	0.00	no	22	yes
366	36	112	1 + 12	-	-	-	-	-	-	1 hr 12 min = 112	no
366	38	112	1 + 12	-	-	-	-	-	-	112	no
366	39	11	1 + 1	-	-	-	-	-	-	60 = 11	no
367	18	1from	1 + from	-	-	-	-	-	-	5 or x =3 Subtract 1from each to find electrician	no
367	22	3hours	3 + hours	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Electrician:2hr, Apprentice: 3hours Our Solution	yes
369	24	11	1 + 1	-	-	-	-	-	-	22) One pipe can fill a cistern in 11	no
373	42	3less	3 + less	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	When he sold, he sold 3less (n− 3), for S5	yes
373	49	Findequatinosby	Find + equatinos + by	CDUUDX+EuropeanComputerModern-R	CDUUDX+EuropeanComputerModern-R	no	0.108	0.00	no	np=56 Findequatinosby multiplyingnumberbyprice	yes
373	49	Findequatinosby	Find + equatinos + by	CDUUDX+EuropeanComputerModern-R	CDUUDX+EuropeanComputerModern-R	no	0.116	0.00	no	np=56 Findequatinosby multiplyingnumberbyprice	yes
374	58	2less	2 + less	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	There were 2less that actually paid (n− 2)	yes
374	59	S4more	S4 + more	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	and they had to pay S4more (p +4). The	yes
375	39	1to	1 + to	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Add 1to both sides	yes
376	49	2r2	2r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	2r2 + 100r− 1200=120r 	yes
376	53	2r2	2r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	2r2	yes
376	56	r2	r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	r2	yes
377	35	2or	2 + or	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Solving for rate, divide by r + 2or r− 2	yes
377	62	2r2	2r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.20	no	2r2	yes
387	36	5a	5 + a	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	− x = 5a function? 	yes
388	25	3and	3 + and	-	-	-	-	-	-	− 3and 2. If x were one of those two values, the function would be undefined.	no
389	18	2in	2 + in	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Substitute− 2in for x in the function	yes
389	37	7in	7 + in	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Substitute− 7in for a in the function	yes
391	10	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	f) y2	yes
391	12	y2	y + 2	-	-	-	-	-	-	h) x2 + y2 =1	no
402	27	5inverses?	5 + inverses?	-	-	-	-	-	-	2− 5inverses? Calculate composition	no
402	56	4into	4 + into	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Distribute 3 and 4into numerators	yes
403	41	2to	2 + to	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	+ 2 +2 Add 2to both sides	yes
404	5	4from	4 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 4from both sides	yes
404	25	3to	3 + to	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 4xy and add 3to both sides	yes
406	29	1from	1 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 1from both sides	yes
407	2	8as	8 + as	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Rewrite 8as 23 and 32 as 25	yes
407	4	3and	3 + and	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Multiply exponents 3and 3x	yes
407	25	4from	4 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 4from both sides	yes
407	45	2and	2 + and	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Multiply exponents− 2and 2x	yes
407	57	axay	axa + y	MXANZU+CMMI12	JJCYQV+CMMI8	yes	0.038	4.32	no	add the exponents using the property that states axay =ax+y	yes
408	10	1to	1 + to	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Add 1to both sides	yes
408	23	axay	axa + y	-	-	-	-	-	-	= a n and axay = ax+y	no
409	52	243p	243 + p	CDUUDX+EuropeanComputerModern-R	JJCYQV+CMMI8	yes	0.033	4.32	no	22) 243p =27−3p	yes
409	62	8p	8 + p	-	-	-	-	-	-	· 8p =(1	no
410	46	log2	log + 2	CDUUDX+EuropeanComputerModern-R	CDUUDX+EuropeanComputerModern-R	no	0.364	0.00	no	log2	yes
412	14	5from	5 + from	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	Subtract 5from both sides	yes
422	20	1so	1 + so	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	, put over 1so we have proportion	yes
422	47	1so	1 + so	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	, put over 1so we have a proportion	yes
431	24	a2	a + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.008	4.32	no	a2 +b2	yes
440	69	7k2	7k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.043	4.32	no	41)− 7k2 + 42k	yes
441	3	68k2	68k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	57)− 68k2	yes
441	26	v2	v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.20	no	77)− v2 + 2v +2	yes
441	28	4k2	4k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.043	4.32	no	79)− 4k2 + 12	yes
443	142	πr2	πr + 2	JJCYQV+CMMI8	QJAIEQ+CMR6	yes	0.033	2.88	no	s− πr2	yes
449	39	11x	11 + x	-	-	-	-	-	-	11x + 70	no
452	6	9or	9 + or	-	-	-	-	-	-	1) n− 9or n 2: (− ∞,− 9] [2, ∞)	no
452	7	4or	4 + or	-	-	-	-	-	-	2) m− 4or m <− 5 : ( − ∞,− 5) [− 4, ∞)	no
452	8	5or	5 + or	-	-	-	-	-	-	3) x 5or x <− 5: ( − ∞,− 5) [5, ∞)	no
452	9	0or	0 + or	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	4) r > 0or r <− 7 : ( − ∞ − 7), (0, ∞)	yes
452	11	7or	7 + or	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	6) n <− 7or n > 8 : ( − ∞ − 7), (8, ∞)	yes
452	25	8or	8 + or	PZGVTZ+CMR12	CDUUDX+EuropeanComputerModern-R	yes	0.162	0.00	no	20) r > 8or r <− 6: : ( − ∞,− 6) (8, ∞)	yes
452	27	0or	0 + or	-	-	-	-	-	-	22) x 0or x > 8 : ( − ∞, 0] (8, ∞)	no
452	29	5or	5 + or	-	-	-	-	-	-	24) n 5or n < 1: ( − ∞, 1) [5, ∞)	no
453	3	1or	1 + or	-	-	-	-	-	-	28) a 1or a 19 : ( − ∞, 1] [19, ∞)	no
457	14	x3y6	x3 + y + 6	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	8) x3y6	yes
457	14	x3y6	x3 + y + 6	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	8) x3y6	yes
457	20	x3y3	x3 + y + 3	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	14) x3y3	yes
457	20	x3y3	x3 + y + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	14) x3y3	yes
457	22	16x4y4	16x4 + y + 4	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.20	no	16) 16x4y4	yes
457	22	16x4y4	16x4 + y + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	16) 16x4y4	yes
457	24	32x8y10	32x8 + y + 10	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	1) 32x8y10	yes
457	24	32x8y10	32x8 + y + 10	MXANZU+CMMI12	NATYDJ+EuropeanComputerModern-R	yes	0.035	4.32	no	1) 32x8y10	yes
457	44	m2	m + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.007	4.32	no	21) m2	yes
457	45	xy3	xy + 3	-	-	-	-	-	-	22) xy3	no
457	47	4x2y	4x2 + y	-	-	-	-	-	-	23) 4x2y	no
457	51	4x10y14	4x10 + y + 14	NATYDJ+EuropeanComputerModern-R	MXANZU+CMMI12	yes	0.048	-4.32	no	25) 4x10y14	yes
457	51	4x10y14	4x10 + y + 14	MXANZU+CMMI12	NATYDJ+EuropeanComputerModern-R	yes	0.035	4.32	no	25) 4x10y14	yes
457	52	8u18v6	8u18v + 6	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	26) 8u18v6	yes
457	53	2x17y16	2x17 + y + 16	NATYDJ+EuropeanComputerModern-R	MXANZU+CMMI12	yes	0.048	-4.32	no	27) 2x17y16	yes
457	53	2x17y16	2x17 + y + 16	MXANZU+CMMI12	NATYDJ+EuropeanComputerModern-R	yes	0.035	4.32	no	27) 2x17y16	yes
457	63	y5x2	y + 5 + x2	-	-	-	-	-	-	34) y5x2	no
457	68	2x2y	2x2 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	37) 2x2y	yes
457	69	2y2	2y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	38) 2y2	yes
457	73	256q4r8	256q + 4r + 8	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.038	4.32	no	42) 256q4r8	yes
457	73	256q4r8	256q + 4r + 8	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	42) 256q4r8	yes
457	74	4y4z	4y + 4z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.20	no	43) 4y4z	yes
457	78	2x3y2	2x3 + y + 2	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	4) 2x3y2	yes
457	78	2x3y2	2x3 + y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	4) 2x3y2	yes
458	0	16x4y8	16x4 + y + 8	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	5) 16x4y8	yes
458	0	16x4y8	16x4 + y + 8	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	5) 16x4y8	yes
458	2	y16	y + 16	-	-	-	-	-	-	7) y16 x5	no
458	11	y8x5	y + 8 + x5	-	-	-	-	-	-	12) y8x5	no
458	41	y8x4	y + 8x4	-	-	-	-	-	-	20) y8x4	no
458	50	x15y	x15 + y	NATYDJ+EuropeanComputerModern-R	JJCYQV+CMMI8	yes	0.114	-2.28	no	x15y	yes
458	51	4y4	4y + 4	-	-	-	-	-	-	26) 4y4	no
458	54	4y5	4y + 5	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	28) 4y5	yes
458	74	2y5x4	2y + 5x4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	31) 2y5x4	yes
458	78	x2y11z	x2 + y11z	QJAIEQ+CMR6	JJCYQV+CMMI8	yes	0.072	-2.40	no	x2y11z	yes
458	82	j6	j + 6	JJCYQV+CMMI8	QJAIEQ+CMR6	yes	0.052	2.28	no	h3k j6	yes
458	90	y4z4	y4z + 4	JJCYQV+CMMI8	QJAIEQ+CMR6	yes	0.048	2.28	no	y4z4	yes
459	20	2v4	2v + 4	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.033	3.60	no	16) 2v4 + 6	yes
459	36	12v3	12v + 3	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.033	3.60	no	26) 12v3 + 3v +3	yes
459	47	r4	r + 4	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.031	3.60	no	35) r4	yes
459	48	3r3	3r + 3	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.031	3.60	no	− 3r3 + 7r2 +1	yes
459	48	7r2	7r + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.031	3.60	no	− 3r3 + 7r2 +1	yes
459	65	32k2	32k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	2) 32k2 +16k	yes
459	75	4r2	4r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	10) 4r2 + 40r+64	yes
459	79	15v2	15v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.20	no	13) 15v2	yes
459	88	4y2	4y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	− 14xy− 4y2	yes
459	89	21v2	21v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	18) 16u2 + 10uv− 21v2	yes
459	92	48v2	48v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	− 34uv− 48v2	yes
459	96	6r3	6r + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	23) 6r3	yes
459	97	43r2	43r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	− 43r2 +12r− 35	yes
460	15	15k4	15k + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	31) 15k4 +24k3 +48k2 + 27k + 18	yes
460	32	18v4	18v + 4	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	− 18v4	yes
460	46	4r2	4r + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.031	3.60	no	8) 4r2	yes
460	52	16y2	16y + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.040	3.48	no	11) 16y2	yes
460	58	9y2	9y + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.040	3.60	no	14) 9y2	yes
460	62	4y2	4y + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.040	3.60	no	− 4y2	yes
460	65	v2	v + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.045	3.60	no	18) v2 +8v + 16	yes
460	71	49k2	49k + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.033	3.60	no	22) 49k2	yes
460	82	4y2	4y + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.040	3.60	no	29) 4x2 + 8xy + 4y2	yes
460	83	25y2	25y + 2	-	-	-	-	-	-	30) 64x2 + 80xy + 25y2	no
460	84	4r2	4r + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.031	3.60	no	31) 25 + 20r + 4r2	yes
460	90	16v2	16v + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.045	3.60	no	35) 16v2	yes
460	97	16k2	16k + 2	RKECRD+CMMI10	FKJCVH+CMR7	yes	0.033	3.60	no	39) 16k2 +16k + 4	yes
460	110	3k2	3k + 2	-	-	-	-	-	-	4) 3k2	no
461	70	8k2	8k + 2	-	-	-	-	-	-	30) 8k2	no
461	85	k2	k + 2	-	-	-	-	-	-	34) k2	no
461	100	r2	r + 2	-	-	-	-	-	-	39) r2 +3r− 4−	no
461	110	v2	v + 2	-	-	-	-	-	-	43) v2	no
461	116	4x3(2y2	4x3(2y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	10) 4x3(2y2 +1)	yes
462	2	3y2(9y5	3y + 2(9y + 5	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	18) 3y2(9y5 + 4x +3)	yes
462	2	3y2(9y5	3y + 2(9y + 5	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	18) 3y2(9y5 + 4x +3)	yes
462	6	5x3y2z(4x5z	5x3 + y + 2z(4x5z	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	21) 5x3y2z(4x5z +3x2 + 7y)	yes
462	6	5x3y2z(4x5z	5x3 + y + 2z(4x5z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	21) 5x3y2z(4x5z +3x2 + 7y)	yes
462	7	5q2r2)	5q + 2r + 2)	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.038	4.32	no	22) 3(p + 4q− 5q2r2)	yes
462	7	5q2r2)	5q + 2r + 2)	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	22) 3(p + 4q− 5q2r2)	yes
462	8	10(5x2y	10(5x2 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	23) 10(5x2y + y2 +7xz2)	yes
462	8	y2	y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	23) 10(5x2y + y2 +7xz2)	yes
462	9	10y4z3	10y + 4z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	24) 10y4z3 (3x5 + 5z2	yes
462	9	10y4z3	10y + 4z + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	24) 10y4z3 (3x5 + 5z2	yes
462	9	5z2	5z + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	24) 10y4z3 (3x5 + 5z2	yes
462	21	3y3	3y + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	32) 2y7(− 5+ 3y3	yes
462	22	2xy3	2xy + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	− 2xy3	yes
462	25	(8r2	(8r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	1) (8r2	yes
462	31	(2v2	(2v + 2	-	-	-	-	-	-	4) (2v2	no
462	45	(7r2	(7r + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.031	4.32	no	12) (7r2 +3)(6r− 7)	yes
464	7	9y2)	9y + 2)	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	12) 5(25x2 + 9y2)	yes
464	35	9y2)	9y + 2)	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	− 12xy + 9y2)	yes
464	38	25y2)	25y + 2)	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	− 15xy + 25y2)	yes
464	43	z2	z + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.037	4.56	no	43) (4+ z2 )(2+ z)(2− z)	yes
464	45	y2)(x	y + 2)(x	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	45) (x2 + y2)(x + y)(x− y)	yes
464	54	16y2)	16y + 2)	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	5) 2(− x + 4y)(x2 + 4xy + 16y2)	yes
465	5	9y2)	9y + 2)	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	16) (x− 3y)(x2 +3xy + 9y2)	yes
468	1	25x3y5z	25x3 + y + 5z	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	12) 25x3y5z	yes
468	1	25x3y5z	25x3 + y + 5z	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	12) 25x3y5z	yes
469	3	x2y2	x2 + y + 2	QJAIEQ+CMR6	JJCYQV+CMMI8	yes	0.052	-2.28	no	x2y2	yes
469	3	x2y2	x2 + y + 2	JJCYQV+CMMI8	QJAIEQ+CMR6	yes	0.047	2.28	no	x2y2	yes
469	16	3y2	3y + 2	-	-	-	-	-	-	15) 3y2	no
469	18	2x2y2	2x2 + y + 2	-	-	-	-	-	-	2x2y2	no
470	0	y2	y + 2	-	-	-	-	-	-	33)x2 + y2	no
472	43	10k2	10k + 2	-	-	-	-	-	-	19)− 10k2	no
472	61	8x2y2	8x2 + y + 2	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.071	-4.32	no	29) 8x2y2 5	yes
472	61	8x2y2	8x2 + y + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.045	4.32	no	29) 8x2y2 5	yes
472	78	4v2	4v + 2	-	-	-	-	-	-	21) 4v2 6v	no
472	93	4xy2	4xy + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.035	4.32	no	29) 4xy2 4x	yes
472	105	30y2x	30y + 2x	-	-	-	-	-	-	36)− 30y2x 2x	no
472	107	48x2z2y	48x2z + 2 + y	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.047	4.32	no	37)− 48x2z2y 5	yes
472	107	48x2z2y	48x2z + 2 + y	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	37)− 48x2z2y 5	yes
472	111	8j2	8j + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.057	4.32	no	39) 8j2 5hk	yes
472	119	3xy2	3xy + 2	-	-	-	-	-	-	30) 3xy2 7	no
472	121	21xy2	21xy + 2	-	-	-	-	-	-	31)− 21xy2 3y	no
472	122	8y2	8y + 2	-	-	-	-	-	-	32)− 8y2 7x2y2	no
472	122	7x2y2	7x2 + y + 2	-	-	-	-	-	-	32)− 8y2 7x2y2	no
472	125	10v2	10v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	33) 10v2 3u2v2	yes
472	125	3u2v2	3u2v + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.039	4.32	no	33) 10v2 3u2v2	yes
472	133	2m2p	2m2 + p	-	-	-	-	-	-	37)− 18m2np2 2m2p	no
472	137	8xy3z2	8xy + 3z + 2	-	-	-	-	-	-	39) 18xy 8xy3z2	no
472	141	14hj2k2	14hj + 2k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.066	4.32	no	41) 14hj2k2 8h2	yes
472	141	14hj2k2	14hj + 2k + 2	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.033	4.32	no	41) 14hj2k2 8h2	yes
473	1	4x3yz3	4x3 + yz + 3	LDDDSE+CMR8	MXANZU+CMMI12	yes	0.086	-4.32	no	42)− 18xz 4x3yz3	yes
473	1	4x3yz3	4x3 + yz + 3	MXANZU+CMMI12	LDDDSE+CMR8	yes	0.037	4.32	no	42)− 18xz 4x3yz3	yes
473	66	25r2	25r + 2	-	-	-	-	-	-	4)− 25r2 2r	no
474	53	16xy2	16xy + 2	JJCYQV+CMMI8	QJAIEQ+CMR6	yes	0.047	2.40	no	16xy2	yes
